distribution,sample_size_mode,num_studies,average_group_n,heterogeneity_ratio,true_i2,method,point_bias_pct,point_mse_pct,variance_bias_pct,variance_mse_pct,coverage_z,average_width_z,coverage_t,average_width_t,fail_rate
normal,varying,10,100,0.3333,0.249981249531238,QE-FE,0.863915829937688,9.26999782385034,-31.8910544071616,10.3317437394319,0.88,0.215266239467014,0.931,0.248456639693416,0
normal,varying,10,100,1,0.5,DiVE,-0.911361694227859,14.5438944799334,-2.5841562019488,34.5888838754275,0.907,0.311536938051141,0.941,0.359570645913676,0
normal,varying,10,100,1,0.5,QE-RE,-0.760294003670706,14.0770765160432,-2.46718490656735,19.2515249316904,0.918,0.308457614812336,0.947,0.356016543299455,0
normal,varying,10,100,1,0.5,QE-FE,-0.98896392770978,14.6613705797611,-57.1598031878231,32.7752268143447,0.82,0.21509452255233,0.863,0.248258446945187,0
normal,varying,10,100,3,0.75,DiVE,0.934378758896189,28.4745223702421,-3.83676857062137,43.8221262167132,0.917,0.446282552631829,0.952,0.515091747109257,0
normal,varying,10,100,3,0.75,QE-RE,0.970163746251305,24.2987179351765,-2.70644984911849,24.7787151010465,0.936,0.431341502445145,0.966,0.49784704059111,0
normal,varying,10,100,3,0.75,QE-FE,0.921272264651269,28.8020350245965,-79.5754695222797,63.3602099278539,0.646,0.215372252076049,0.711,0.248578997647321,0
normal,varying,10,300,0,0,DiVE,-1.04532480617086,6.2222848407283,-1.95421660149605,49.2630275829953,0.889,0.118840474530904,0.927,0.137163658521771,0
normal,varying,10,300,0,0,QE-RE,-1.39099343783372,6.47310688180461,23.0225130034997,23.6886294029623,0.959,0.13903011131527,0.977,0.160466194602181,0
normal,varying,10,300,0,0,QE-FE,-1.10243157780086,6.22635817011873,-1.33047628121849,0.105053411014534,0.947,0.125989761811051,0.972,0.145415244549502,0
normal,varying,10,300,0.3333,0.249981249531238,DiVE,1.32150533332672,9.73460412627212,-2.13785942336726,59.4489623382669,0.874,0.146718364387709,0.911,0.169339845799044,0
normal,varying,10,300,0.3333,0.249981249531238,QE-RE,1.24282896788351,9.40182460756126,4.35243407755682,20.9477630498126,0.937,0.155174953447152,0.964,0.179100297350478,0
normal,varying,10,300,0.3333,0.249981249531238,QE-FE,1.36806697328413,9.71612332356663,-36.3903558913864,13.5080493421265,0.886,0.125961952712039,0.933,0.14538314775945,0
normal,varying,10,300,1,0.5,DiVE,-0.441304759770998,17.0738433200388,4.22888743070862,71.6835286266798,0.887,0.197049239621752,0.925,0.227430887684853,0
normal,varying,10,300,1,0.5,QE-RE,-1.54165592700439,15.326867760611,1.17135529227469,24.4386291324067,0.918,0.18996133741139,0.95,0.219250151262726,0
normal,varying,10,300,1,0.5,QE-FE,-0.559903422670583,17.1018949112471,-62.5166584614257,39.2920995434526,0.778,0.126002704311178,0.83,0.145430182563464,0
normal,varying,10,300,3,0.75,DiVE,-1.81808115369932,38.3948534572765,2.37146147189493,76.2390721396233,0.88,0.292660628818082,0.92,0.337783930200744,0
normal,varying,10,300,3,0.75,QE-RE,-0.205186726883749,30.8271870034213,1.19538532900861,27.1725198769456,0.904,0.267171482325259,0.937,0.30836478996798,0
normal,varying,10,300,3,0.75,QE-FE,-1.94316149844015,38.5823597651315,-83.3013377915097,69.4696015697401,0.563,0.125992800371805,0.643,0.145418751604748,0
normal,varying,30,100,0,0,DiVE,-0.333256060237497,2.10475954189377,-0.960169041486925,8.51628096781161,0.944,0.124914062148338,0.949,0.130348284274694,0
normal,varying,30,100,0,0,QE-RE,-0.397264856049072,2.11034552579644,9.10474056273495,4.46718092828643,0.954,0.132042760929833,0.964,0.137787107728978,0
normal,varying,30,100,0,0,QE-FE,-0.371771791354636,2.10974339454326,-3.97622655479332,0.24465197862402,0.943,0.12428846793744,0.955,0.129695474409732,0
normal,varying,30,100,0.3333,0.249981249531238,DiVE,-0.155997130270333,2.92178774521787,-0.120486475107939,9.81097140818672,0.942,0.149024706567148,0.954,0.155507830595563,0
normal,varying,30,100,0.3333,0.249981249531238,QE-RE,-0.2799365043705,2.87487918970062,0.987879890053592,6.70577633678448,0.949,0.149078627851591,0.96,0.155564097654629,0
normal,varying,30,100,0.3333,0.249981249531238,QE-FE,-0.242444208506619,2.96458458257126,-32.1854995329331,10.4183791006452,0.9,0.124259123167557,0.915,0.129664853034197,0
normal,varying,30,100,1,0.5,DiVE,0.127747636320549,5.22962699022598,-0.0621436825849869,11.8855567542907,0.932,0.187449932270414,0.941,0.195604695249126,0
normal,varying,30,100,1,0.5,QE-RE,0.111891588803526,4.88223743829602,0.297019472200704,7.05532138925761,0.937,0.182828147681454,0.945,0.19078184599503,0
normal,varying,30,100,1,0.5,QE-FE,0.149317193956087,5.27610910132932,-57.2105212629187,32.7744414143614,0.769,0.1243072468842,0.79,0.129715070309894,0
normal,varying,30,100,3,0.75,DiVE,-0.309170756351725,9.68183372952336,-0.29377103081551,13.0218881446722,0.946,0.271707978776989,0.956,0.283528277346927,0
normal,varying,30,100,3,0.75,QE-RE,-0.673639622878048,8.53371236732128,0.145323959466075,7.34790364533463,0.948,0.256921963088689,0.955,0.268099015476155,0
normal,varying,30,100,3,0.75,QE-FE,-0.545133376443573,9.64049972533434,-79.7422843939978,63.6034720269015,0.64,0.124296793926546,0.657,0.129704162610054,0
normal,varying,30,300,0,0,DiVE,-0.308100075945847,2.15130434381715,-0.289818080474224,12.4029628400036,0.933,0.0720466866606722,0.94,0.0751809830885402,0
normal,varying,30,300,0,0,QE-RE,-0.441002138375398,2.2122104377161,15.3188369719555,8.57070358702764,0.965,0.0782474370016512,0.976,0.0816514889248048,0
normal,varying,30,300,0,0,QE-FE,-0.355016515609354,2.16827508701282,-1.49242030602342,0.0510722527836167,0.951,0.072685952358235,0.964,0.0758480592002275,0
normal,varying,30,300,0.3333,0.249981249531238,DiVE,-0.818072470172063,3.12584916177076,-0.437000527659816,15.339926529975,0.929,0.0896717427776055,0.939,0.0935727941110594,0
normal,varying,30,300,0.3333,0.249981249531238,QE-RE,-0.501009402158915,3.12904327193832,1.68845772908822,8.12435381520017,0.933,0.0893178362893525,0.944,0.0932034913860972,0
normal,varying,30,300,0.3333,0.249981249531238,QE-FE,-0.726393153546367,3.15106508809504,-36.8471116840961,13.6894075955751,0.882,0.0726685747699769,0.892,0.0758299256228278,0
normal,varying,30,300,1,0.5,DiVE,0.116165542095272,5.88396552805266,1.80955091679985,21.2594736288948,0.929,0.118342116491745,0.935,0.123490434758391,0
normal,varying,30,300,1,0.5,QE-RE,-0.301696791424135,4.86651334081147,0.388373232355966,7.99385462747801,0.948,0.110663302991815,0.954,0.115477564567742,0
normal,varying,30,300,1,0.5,QE-FE,0.0350224254801018,5.8497735957395,-63.1443302847361,39.9710753288071,0.77,0.072715107945996,0.791,0.0758784831635211,0
normal,varying,30,300,3,0.75,DiVE,0.159603614536775,12.507205028708,-0.564363363323536,22.3798951044617,0.938,0.175301337058076,0.951,0.182927591366334,0
normal,varying,30,300,3,0.75,QE-RE,0.706183008527483,9.74759528271168,-1.58353178657667,7.71051731666177,0.938,0.153520433784188,0.947,0.160199138517423,0
normal,varying,30,300,3,0.75,QE-FE,0.211465404931358,12.4841792976976,-83.6300016488873,69.972442458139,0.565,0.0727021256567397,0.584,0.0758649360968305,0
skew_normal,fixed,10,100,0,0,DiVE,0.624527306852228,0.67627655917704,-2.26504141340581,20.5515279829701,0.913,1.04956809574013,0.943,1.21139368087938,0
skew_normal,fixed,10,100,0,0,QE-RE,-0.147945210390799,0.682533788804831,11.5168712488314,12.6968673828149,0.955,1.14086164371058,0.975,1.31676314434281,0
skew_normal,fixed,10,100,0,0,QE-FE,-0.355624932864648,0.688551321397672,-8.83015707357422,1.09481527937777,0.939,1.04064429629638,0.965,1.20109398303275,0
skew_normal,fixed,10,100,0.3333,0.249981249531238,DiVE,-0.20430739959497,0.861898345647304,-0.721073144672659,22.7629089671299,0.929,1.21877278920469,0.96,1.40668686601909,0
skew_normal,fixed,10,100,0.3333,0.249981249531238,QE-RE,-0.908779268515077,0.873219714792225,4.5495504176196,18.309425421909,0.951,1.26459767902177,0.967,1.45957717602061,0
skew_normal,fixed,10,100,0.3333,0.249981249531238,QE-FE,-1.27796641747279,0.898661925542092,-31.8688070993445,10.3379903969682,0.895,1.03873986188316,0.931,1.19889591715862,0
skew_normal,fixed,10,100,1,0.5,DiVE,0.0871167901667803,1.37845872546109,-2.75312869588984,20.3442224815684,0.919,1.48028009401435,0.943,1.70851415844153,0
skew_normal,fixed,10,100,1,0.5,QE-RE,-0.43526031764996,1.37683661692227,-1.39105366604197,20.0282002304315,0.919,1.49511776083223,0.95,1.72563954163022,0
skew_normal,fixed,10,100,1,0.5,QE-FE,-1.04788394646473,1.41661357689576,-54.4752109076246,29.7599592664973,0.807,1.03992103096103,0.86,1.2002592024593,0
skew_normal,fixed,10,100,3,0.75,DiVE,-0.303480548027598,2.74230230695388,4.3455611965408,23.4675020473689,0.921,2.16751402266468,0.953,2.50170789387597,0
skew_normal,fixed,10,100,3,0.75,QE-RE,-0.539196267073806,2.74116253305593,4.74569960141236,23.95428278193,0.923,2.17203213343532,0.954,2.50692262063766,0
skew_normal,fixed,10,100,3,0.75,QE-FE,-1.36873571397505,2.83490786179329,-77.2026224571626,59.62355970215,0.637,1.04072360621466,0.72,1.20118552119423,0
skew_normal,fixed,10,300,0,0,DiVE,0.0309421648906016,0.228931235016012,-0.397485395894718,21.5826674251896,0.91,0.611553318639195,0.949,0.705844459951807,0
skew_normal,fixed,10,300,0,0,QE-RE,-0.303335920946894,0.229129517661312,13.8523554284403,13.120616302576,0.947,0.665813174951374,0.976,0.768470265108019,0
skew_normal,fixed,10,300,0,0,QE-FE,-0.389108972384125,0.230062348981661,-6.38505908579522,0.516454224988039,0.934,0.60901391977623,0.967,0.702913528887579,0
skew_normal,fixed,10,300,0.3333,0.249981249531238,DiVE,0.217209789149076,0.302572669629548,-1.88950327867204,21.0404672670766,0.922,0.700826815606506,0.944,0.808882414835473,0
skew_normal,fixed,10,300,0.3333,0.249981249531238,QE-RE,-0.0361711624907556,0.301418708700444,3.57393450331712,15.9492461184265,0.935,0.728244912479056,0.96,0.840527916854781,0
skew_normal,fixed,10,300,0.3333,0.249981249531238,QE-FE,-0.171282973097563,0.302725360819182,-29.654735735921,8.85925427377114,0.895,0.60958140696837,0.936,0.703568512972298,0
skew_normal,fixed,10,300,1,0.5,DiVE,0.232689796517668,0.432427285157638,-1.81160139700154,21.3377546965177,0.91,0.857799016631749,0.943,0.990057064834352,0
skew_normal,fixed,10,300,1,0.5,QE-RE,0.0429651748541865,0.436017927576882,-0.571659241876823,19.6540703067706,0.917,0.867434245330513,0.953,1.00117788225143,0
skew_normal,fixed,10,300,1,0.5,QE-FE,-0.155007261977745,0.443006134998599,-53.1991498892617,28.3304568408002,0.821,0.608964243963531,0.878,0.702856193907753,0
skew_normal,fixed,10,300,3,0.75,DiVE,0.729523673854558,0.968862229384098,0.440042684902738,21.4112636934641,0.912,1.22859146468976,0.958,1.41801941460312,0
skew_normal,fixed,10,300,3,0.75,QE-RE,0.640656293028057,0.96653146001773,0.817557488520598,21.7606199206735,0.917,1.23100234401625,0.956,1.42080201059981,0
skew_normal,fixed,10,300,3,0.75,QE-FE,0.360999598317706,0.972027451183123,-76.5610833405436,58.6228173317107,0.643,0.609471129044786,0.7,0.70344123206474,0
skew_normal,fixed,30,100,0,0,DiVE,0.310490582201767,0.205585250299929,-1.20288101761484,6.50070842155102,0.954,0.620522728319424,0.962,0.647517754196778,0
skew_normal,fixed,30,100,0,0,QE-RE,-0.667715695772909,0.20879784587959,5.0076626729284,3.93649207278359,0.959,0.642698466295259,0.972,0.670658218512498,0
skew_normal,fixed,30,100,0,0,QE-FE,-0.829685814751364,0.211469510536191,-9.20290429894561,0.963360526758161,0.942,0.599765288362953,0.953,0.625857289091993,0
skew_normal,fixed,30,100,0.3333,0.249981249531238,DiVE,0.273664221482311,0.305943239776525,-1.71157200260869,6.51595387427027,0.942,0.714691967831439,0.953,0.745783702727595,0
skew_normal,fixed,30,100,0.3333,0.249981249531238,QE-RE,-0.473610132354222,0.311426262085852,-1.06242591277963,6.08815714246614,0.938,0.717739847567431,0.942,0.748964176466335,0
skew_normal,fixed,30,100,0.3333,0.249981249531238,QE-FE,-0.824947297888085,0.320657529914498,-31.9487434223483,10.2674811502909,0.88,0.599561013831648,0.893,0.625644127865638,0
skew_normal,fixed,30,100,1,0.5,DiVE,0.487106998393471,0.455188598860612,-1.65576848431434,7.16702285013078,0.947,0.874830180318284,0.953,0.912888517713825,0
skew_normal,fixed,30,100,1,0.5,QE-RE,-0.0309787119823631,0.451136912761231,-1.360289549246,7.3752550867427,0.947,0.875993700399778,0.953,0.914102655207503,0
skew_normal,fixed,30,100,1,0.5,QE-FE,-0.627342178174098,0.464772366648731,-54.5875042214743,29.8248088810203,0.807,0.599865364049652,0.827,0.625961718439934,0
skew_normal,fixed,30,100,3,0.75,DiVE,0.95058663162557,0.92165843848732,-0.497471015810171,6.350654409171,0.931,1.24611663582141,0.942,1.3003273025625,0
skew_normal,fixed,30,100,3,0.75,QE-RE,0.701396642306311,0.921630453209408,-0.123448926931523,6.45452149713175,0.933,1.24837604148034,0.94,1.30268500069558,0
skew_normal,fixed,30,100,3,0.75,QE-FE,-0.0798820243809188,0.951450888016406,-77.2947015948812,59.7516201906894,0.631,0.599849910316939,0.648,0.625945592412888,0
skew_normal,fixed,30,300,0,0,DiVE,-0.013640457411175,0.0793656871945938,-0.518829700062156,7.27481557450958,0.931,0.359222076866914,0.942,0.374849561273493,0
skew_normal,fixed,30,300,0,0,QE-RE,-0.391341832574,0.0805580955417083,6.97498068949596,4.21388916926753,0.945,0.374569680950165,0.956,0.390864842704365,0
skew_normal,fixed,30,300,0,0,QE-FE,-0.451027267435312,0.081068802841272,-6.38726644076682,0.447165775674245,0.932,0.351644993363758,0.941,0.366942846709445,0
skew_normal,fixed,30,300,0.3333,0.249981249531238,DiVE,0.106437048777382,0.10147271792258,0.440427158646835,7.16166567393118,0.941,0.41692404329794,0.949,0.435061775928944,0
skew_normal,fixed,30,300,0.3333,0.249981249531238,QE-RE,-0.208285961105353,0.101377434405914,1.20271373071394,6.28946087881497,0.945,0.419154611287442,0.955,0.437389381847679,0
skew_normal,fixed,30,300,0.3333,0.249981249531238,QE-FE,-0.349331257250035,0.102693321633967,-29.8375592084559,8.92532436126591,0.9,0.351522159984394,0.913,0.366814669625326,0
skew_normal,fixed,30,300,1,0.5,DiVE,0.0140032250602728,0.159118349864336,-0.543226670640679,6.52292264249119,0.933,0.508419531570597,0.946,0.530537655186265,0
skew_normal,fixed,30,300,1,0.5,QE-RE,-0.177574484644286,0.158873880347086,-0.541869817366278,6.65441569370633,0.929,0.508368713541482,0.941,0.530484626385572,0
skew_normal,fixed,30,300,1,0.5,QE-FE,-0.389252257107227,0.160390081846449,-53.2205060520303,28.3335477448669,0.8,0.351544976096642,0.819,0.366838478322555,0
skew_normal,fixed,30,300,3,0.75,DiVE,0.216472507950271,0.293924136289117,-0.946149195504021,6.4259121608052,0.948,0.717607372790985,0.957,0.748825938548822,0
skew_normal,fixed,30,300,3,0.75,QE-RE,0.120970571838459,0.29368887580128,-0.810291270667718,6.49473163470939,0.95,0.718047041563946,0.956,0.74928473453399,0
skew_normal,fixed,30,300,3,0.75,QE-FE,-0.182628694641608,0.297536356242445,-76.5920438162355,58.6659469114179,0.676,0.351680149380009,0.702,0.366979532141986,0
skew_normal,varying,10,100,0,0,DiVE,0.27806462575725,0.686101188253736,-1.73635889238172,28.5538711303574,0.909,1.0442788148152,0.94,1.20528888261536,0
skew_normal,varying,10,100,0,0,QE-RE,-0.604068158223823,0.717446450710785,14.7922345110127,16.7938616825739,0.948,1.15505048035263,0.982,1.33313965875571,0
skew_normal,varying,10,100,0,0,QE-FE,-0.828260395503065,0.704227618949959,-9.36870862626242,1.21073947068304,0.93,1.03753261785953,0.965,1.19750253659814,0
skew_normal,varying,10,100,0.3333,0.249981249531238,DiVE,-0.0849687381892645,1.0128970715843,-0.3909329536947,36.0420204579513,0.89,1.24213290609312,0.926,1.43364871642032,0
skew_normal,varying,10,100,0.3333,0.249981249531238,QE-RE,-0.784172312825868,1.03203584201077,5.52880078419156,21.3088940362758,0.927,1.29428961040129,0.953,1.49384709923211,0
skew_normal,varying,10,100,0.3333,0.249981249531238,QE-FE,-1.15012295880729,1.03052341876429,-35.7591793632543,12.9965968802497,0.873,1.0380438978705,0.916,1.1980926473084,0
skew_normal,varying,10,100,1,0.5,DiVE,0.993238149945952,1.5419833289341,-0.443631894565647,41.4210199907444,0.905,1.55319294266055,0.932,1.79266893073635,0
skew_normal,varying,10,100,1,0.5,QE-RE,0.476661170037129,1.50699363100978,-0.940760006512619,22.3153942211432,0.908,1.53770673232562,0.938,1.77479500962857,0
skew_normal,varying,10,100,1,0.5,QE-FE,-0.0350536267208867,1.56962684047611,-59.0862649867714,35.0334730382143,0.774,1.04039789525692,0.833,1.20080959113538,0
skew_normal,varying,10,100,3,0.75,DiVE,0.366215743167014,3.15091125642593,2.26594163089124,46.8526554196204,0.908,2.2808759862341,0.94,2.63254834803749,0
skew_normal,varying,10,100,3,0.75,QE-RE,0.212132300035263,2.91157301150093,1.71040279986057,25.5109795363243,0.916,2.19040720883697,0.95,2.52813082077025,0
skew_normal,varying,10,100,3,0.75,QE-FE,-0.53794654222723,3.20992853697699,-80.5818394013904,64.9742106057003,0.628,1.0400235067794,0.707,1.20037747830945,0
skew_normal,varying,10,300,0,0,DiVE,-0.102973147139183,0.240552755580069,2.98256610106553,52.2780417750837,0.898,0.606374186932145,0.938,0.699866794045398,0
skew_normal,varying,10,300,0,0,QE-RE,-0.341413417340348,0.252350529417708,25.5054436172162,28.466469133814,0.95,0.695185465934241,0.979,0.802371264799234,0
skew_normal,varying,10,300,0,0,QE-FE,-0.480209392711319,0.245978413101263,-6.49663461197051,0.540623971554184,0.935,0.608641901934182,0.966,0.702484152208867,0
skew_normal,varying,10,300,0.3333,0.249981249531238,DiVE,0.0598368952794206,0.362503448061395,-1.74689319788234,46.2198654003169,0.878,0.734439863748231,0.912,0.847678024457416,0
skew_normal,varying,10,300,0.3333,0.249981249531238,QE-RE,-0.29990043924672,0.365211477403501,7.10122517894668,24.2613631720442,0.924,0.778476784759329,0.957,0.898504691211812,0
skew_normal,varying,10,300,0.3333,0.249981249531238,QE-FE,-0.334175449988947,0.36185140994494,-39.6470731257573,15.9499570810821,0.869,0.609034215471834,0.924,0.702936953834949,0
skew_normal,varying,10,300,1,0.5,DiVE,0.470858633186967,0.618895872603208,-2.23840593432424,63.6082672719491,0.874,0.951731624770586,0.914,1.09847248674908,0
skew_normal,varying,10,300,1,0.5,QE-RE,0.243030247365722,0.544575722459174,-0.579075469836198,24.8285410893347,0.914,0.935747935495092,0.943,1.08002438389224,0
skew_normal,varying,10,300,1,0.5,QE-FE,0.13707496891557,0.620936385401271,-64.6000936705093,41.950263304997,0.739,0.608970515536714,0.808,0.702863432451068,0
skew_normal,varying,10,300,3,0.75,DiVE,0.420153372146989,1.38858251752008,1.39009624086417,67.9013744567084,0.887,1.44669980402478,0.924,1.66975635772278,0
skew_normal,varying,10,300,3,0.75,QE-RE,0.342402623438552,1.03907134461123,0.70248278574825,25.8273605690682,0.923,1.32169395609032,0.955,1.52547672986882,0
skew_normal,varying,10,300,3,0.75,QE-FE,0.0202269753716621,1.37708725315666,-83.9869587776698,70.6079944216587,0.572,0.608654654542384,0.639,0.702498871052792,0
skew_normal,varying,30,100,0,0,DiVE,0.449593477542145,0.237310164718809,0.545312665201179,8.77609392789439,0.931,0.624616519714966,0.942,0.651789640607403,0
skew_normal,varying,30,100,0,0,QE-RE,-0.541916853772786,0.240538114099421,7.76342052357014,5.46509911407566,0.948,0.650411503921608,0.953,0.678706801705213,0
skew_normal,varying,30,100,0,0,QE-FE,-0.663797863370723,0.239841511275431,-9.37773170696578,0.997184744930669,0.931,0.599185903766326,0.941,0.62525269912985,0
skew_normal,varying,30,100,0.3333,0.249981249531238,DiVE,0.325050124957319,0.338573136846298,-3.92828690594898,9.24969579944519,0.92,0.725334949928675,0.937,0.756889693775212,0
skew_normal,varying,30,100,0.3333,0.249981249531238,QE-RE,-0.484102681012917,0.337920411401462,-2.3469777733814,6.25271116713184,0.93,0.727375525728209,0.942,0.759019042143419,0
skew_normal,varying,30,100,0.3333,0.249981249531238,QE-FE,-0.793114328456581,0.347173375737233,-35.9120296490448,12.9640884806676,0.866,0.599354991271646,0.882,0.625429142564893,0
skew_normal,varying,30,100,1,0.5,DiVE,0.597592802266488,0.493425074067476,-0.30477381972443,11.7862756705297,0.94,0.928536994970866,0.949,0.968931776762671,0
skew_normal,varying,30,100,1,0.5,QE-RE,0.00231617947288023,0.467341158288189,-0.266076132192754,7.66420085834911,0.945,0.903973158827718,0.953,0.943299323207029,0
skew_normal,varying,30,100,1,0.5,QE-FE,-0.439322149451509,0.498561718242449,-59.5466623592021,35.5011000652525,0.792,0.599698862276902,0.813,0.625787973226359,0
skew_normal,varying,30,100,3,0.75,DiVE,-0.0764263762163397,1.0422781159153,0.937341616753794,14.533345327879,0.945,1.35577375883073,0.958,1.41475491460982,0
skew_normal,varying,30,100,3,0.75,QE-RE,-0.414787678737841,0.938479316695313,1.31194468029146,7.72605835313927,0.951,1.28202686191707,0.961,1.33779975585545,0
skew_normal,varying,30,100,3,0.75,QE-FE,-1.24063650503395,1.0710933979169,-80.8909708769483,65.4495867380736,0.602,0.598969019584346,0.622,0.625026379686536,0
skew_normal,varying,30,300,0,0,DiVE,0.174408645856418,0.0787235099633167,1.6096491427479,13.5196493687092,0.925,0.360848310967209,0.935,0.376546542551315,0
skew_normal,varying,30,300,0,0,QE-RE,-0.221814277397213,0.081555967577886,14.5821368520682,9.48017378850001,0.956,0.386623940766097,0.964,0.403443507253294,0
skew_normal,varying,30,300,0,0,QE-FE,-0.252917613056971,0.0795586497499651,-6.586913018436,0.469954408697299,0.941,0.351271298136177,0.948,0.366552894362055,0
skew_normal,varying,30,300,0.3333,0.249981249531238,DiVE,0.113513132712546,0.119049329144533,0.755334233437339,15.4704412093053,0.936,0.447577421613263,0.948,0.467048689186801,0
skew_normal,varying,30,300,0.3333,0.249981249531238,QE-RE,-0.244329188206505,0.117416290926559,1.80008434239361,8.22512211338161,0.937,0.443442087197772,0.949,0.462733452481735,0
skew_normal,varying,30,300,0.3333,0.249981249531238,QE-FE,-0.327553157705246,0.121353894000443,-40.059593199268,16.1474566651035,0.859,0.351329329981044,0.882,0.366613450806075,0
skew_normal,varying,30,300,1,0.5,DiVE,0.0417760437914536,0.201924338967788,-2.15505524827713,21.8185059339421,0.919,0.574373763494803,0.927,0.599361139301018,0
skew_normal,varying,30,300,1,0.5,QE-RE,-0.220944458094889,0.172573848768511,-2.01307343828473,8.0550163942526,0.936,0.542067743919911,0.943,0.565649688797303,0
skew_normal,varying,30,300,1,0.5,QE-FE,-0.379763779038335,0.203144518283889,-64.9402037114097,42.2612035541587,0.774,0.351290946771668,0.793,0.366573397785613,0
skew_normal,varying,30,300,3,0.75,DiVE,0.217738403709363,0.448457265872685,0.45477991437382,24.2710257008049,0.941,0.873141093807659,0.95,0.911125949714155,0
skew_normal,varying,30,300,3,0.75,QE-RE,0.0961525623386497,0.349613991675357,-1.11733955491527,8.17070256372477,0.941,0.762830894293236,0.959,0.796016849926582,0
skew_normal,varying,30,300,3,0.75,QE-FE,-0.137465217015857,0.449528034328719,-84.4412935131565,71.3332440370922,0.55,0.351511993772654,0.569,0.366804061145903,0
