distribution,sample_size_mode,num_studies,average_group_n,heterogeneity_ratio,true_i2,method,point_bias_pct,point_mse_pct,variance_bias_pct,variance_mse_pct,coverage_z,average_width_z,coverage_t,average_width_t,fail_rate
log_normal,varying,10,300,0,0,QE-FE,-2.72847251220215,0.625301712235977,-0.269657088542338,0.833027355796376,0.93,3.65492167220871,0.955,4.21844855592772,0
log_normal,varying,10,300,0.3333,0.249981249531238,DiVE,1.11755311390678,0.81364783605746,2.13045617244451,64.0017118736062,0.899,4.33080725751001,0.925,4.99854422609392,0
log_normal,varying,10,300,0.3333,0.249981249531238,QE-RE,-2.40772891564049,0.847341771883344,4.81162069095137,23.2302981856002,0.938,4.48351209246543,0.958,5.17479355460869,0
log_normal,varying,10,300,0.3333,0.249981249531238,QE-FE,-3.37278048065162,0.92786065324674,-35.9272467412957,13.473981153179,0.858,3.6476013245688,0.908,4.2099995349363,0
log_normal,varying,10,300,1,0.5,DiVE,1.61377314032309,1.52551366115324,4.75717335138924,71.4789243383181,0.878,5.71189742903114,0.927,6.59257505962981,0
log_normal,varying,10,300,1,0.5,QE-RE,-1.02935456445116,1.36149177674165,0.620720523732364,26.8734762792835,0.918,5.45976914016946,0.946,6.30157286821642,0
log_normal,varying,10,300,1,0.5,QE-FE,-2.80645960881371,1.62338050757676,-62.0127413195007,38.7719849741939,0.751,3.66057561500772,0.811,4.2249742407371,0
log_normal,varying,10,300,3,0.75,DiVE,1.91519863765773,3.25878754633507,3.22548558548345,77.5679061965923,0.88,8.47885009773827,0.912,9.78614486397921,0
log_normal,varying,10,300,3,0.75,QE-RE,-0.400222184313098,2.59864034392594,1.46749967074292,29.0877312868187,0.899,7.71270551221221,0.943,8.9018737877974,0
log_normal,varying,10,300,3,0.75,QE-FE,-2.68337689152369,3.37535955453241,-83.0973353842273,69.1599815707111,0.548,3.65573325037402,0.62,4.2193852656705,0
log_normal,varying,30,100,0,0,DiVE,4.43994197555228,0.799788400332463,8.13319633800611,14.8032426118291,0.914,3.75534756265495,0.922,3.91871902353099,0
log_normal,varying,30,100,0,0,QE-RE,-7.96258674391655,1.19629865696562,4.9368980549488,4.88927203059451,0.797,3.73548475350043,0.817,3.89799210896558,0
log_normal,varying,30,100,0,0,QE-FE,-9.26275795267691,1.43889762708572,-7.66338478322642,1.31528387753516,0.712,3.51672799920309,0.743,3.669718629537,0
log_normal,varying,30,100,0.3333,0.249981249531238,DiVE,5.0286678344217,1.03747812380333,6.96674009848118,13.3671811482093,0.918,4.44683232681954,0.931,4.64028592369239,0
log_normal,varying,30,100,0.3333,0.249981249531238,QE-RE,-5.57926972504148,1.049060700555,-0.52098308143339,8.26363138291403,0.875,4.26502735947852,0.886,4.45057177015396,0
